antyeshti	अंत्येष्टि	3
antyoday	अंत्योदय	2
antyodaya	अंत्योदय	1
andar	अंदर	3
andhruni	अंदरूनी	1
androoni	अंदरूनी	1
andrunee	अंदरूनी	1
andruni	अंदरूनी	3
andaaj	अंदाज	1
andaaz	अंदाज	2
andaz	अंदाज	1
andhaaz	अंदाज	1
anadajan	अंदाजन	1
andaajan	अंदाजन	3
andaazan	अंदाजन	2
andajan	अंदाजन	1
andaaj	अंदाज़	2
andaaz	अंदाज़	3
andaj	अंदाज़	1
andaz	अंदाज़	1
andaaja	अंदाजा	1
andaajaa	अंदाजा	2
andaaza	अंदाजा	1
andaazaa	अंदाजा	2
andaja	अंदाजा	2
andaza	अंदाजा	2
andesha	अंदेशा	2
andeshaa	अंदेशा	3
andhak	अंधक	3
andhakaar	अंधकार	1
andhkaar	अंधकार	2
andhkar	अंधकार	2
andhakaarapurna	अंधकारपूर्ण	1
andhakarapurn	अंधकारपूर्ण	1
andhkaarpurn	अंधकारपूर्ण	1
andhkarpurn	अंधकारपूर्ण	1
andkaarpurn	अंधकारपूर्ण	1
andkarpuran	अंधकारपूर्ण	1
andkarpurn	अंधकारपूर्ण	1
andhata	अंधता	1
andhataa	अंधता	1
andhta	अंधता	2
andhtaa	अंधता	1
andhavishvas	अंधविश्वास	1
andhvishvaas	अंधविश्वास	1
andhvishwas	अंधविश्वास	1
andhavishvason	अंधविश्वासों	1
andhvishvaason	अंधविश्वासों	1
andhvishvason	अंधविश्वासों	1
andhvishwason	अंधविश्वासों	1
andhadhundh	अंधाधुंध	3
andhe	अंधे	3
andhepan	अंधेपन	3
empire	अंपायर	1
umpire	अंपायर	2
ambala	अंबाला	3
ambika	अंबिका	3
ambedkar	अंबेडकर	3
umbrella	अंब्रेला	3
antargat	अंर्तगत	2
antrgat	अंर्तगत	1
antarrashtriya	अंर्तराष्ट्रीय	1
antarrashtriye	अंर्तराष्ट्रीय	1
antrastriy	अंर्तराष्ट्रीय	1
ansh	अंश	3
anshakaalik	अंशकालिक	1
anshakalik	अंशकालिक	1
anshkaalik	अंशकालिक	1
anshkalik	अंशकालिक	1
anshat	अंशत	2
ashan	अंशत	1
anshdhaarakon	अंशधारकों	1
anshdharakon	अंशधारकों	1
anshdharkon	अंशधारकों	1
anshaavatar	अंशावतार	1
anshavatar	अंशावतार	2
anshavtar	अंशावतार	1
anshi	अंशी	3
anshon	अंशों	3
ansal	अंसल	3
ansari	अंसारी	3
akbar	अकबर	3
akabarpur	अकबरपुर	1
akbarpur	अकबरपुर	2
akbarabad	अकबराबाद	3
akarmanyata	अकर्मण्यता	2
karmnyata	अकर्मण्यता	1
akalera	अकलेरा	1
aklera	अकलेरा	2
akalpit	अकल्पित	3
account	अकाउंट	3
accounting	अकाउंटिंग	3
accountant	अकाउंटेंट	3
akaatya	अकाट्य	2
akaty	अकाट्य	1
academic	अकादमिक	1
akadamik	अकादमिक	2
akaadami	अकादमी	1
akadami	अकादमी	2
academy	अकादेमी	1
acedemy	अकादेमी	1
akademi	अकादेमी	1
akaar	अकार	2
akar	अकार	1
akaaran	अकारण	2
akaran	अकारण	1
akarbanic	अकार्बनिक	1
akarbanik	अकार्बनिक	1
akarbnik	अकार्बनिक	1
akaal	अकाल	3
akaalmrityu	अकालमृत्यु	1
akaalmrutyu	अकालमृत्यु	1
akalmrityu	अकालमृत्यु	1
akali	अकाली	3
akeeraa	अकीरा	1
akira	अकीरा	2
akushal	अकुशल	3
academy	अकेडमी	3
akel	अकेल	3
akela	अकेला	2
akelaa	अकेला	1
akelaapan	अकेलापन	1
akelapan	अकेलापन	3
akeli	अकेली	3
akele	अकेले	3
akelepan	अकेलेपन	3
academy	अकैडमी	3
akola	अकोला	4
akkineni	अक्किनेनी	3
akkineni	अक्कीनेनी	3
october	अक्टुबर	3
october	अक्टूबर	2
octomber	अक्टूबर	1
akriyasheel	अक्रियाशील	1
akriyashil	अक्रियाशील	2
across	अक्रॉस	3
akl	अक्ल	2
akla	अक्ल	1
aksh	अक्ष	3
akshat	अक्षत	3
aksham	अक्षम	3
akshamataa	अक्षमता	1
akshamta	अक्षमता	2
akshay	अक्षय	8
akshar	अक्षर	6
aksharash	अक्षरश	1
aksharsh	अक्षरश	1
akshrash	अक्षरश	1
aksharon	अक्षरों	3
akshansh	अक्षांश	5
ashansh	अक्षांश	1
akshunn	अक्षुण्ण	2
akshunna	अक्षुण्ण	1
aks	अक्स	3
aksar	अक्सर	3
aksaee	अक्साई	1
aksai	अक्साई	1
aksayi	अक्साई	1
akhandata	अखंडता	2
akhndta	अखंडता	1
akharot	अखरोट	1
akhrot	अखरोट	2
akhabar	अख़बार	1
akhbaar	अख़बार	1
akhbar	अख़बार	1
akhbaaron	अख़बारों	1
akhbaron	अख़बारों	2
akhaaraa	अखाड़ा	1
akhada	अखाड़ा	2
akhaade	अखाड़े	1
akhade	अखाड़े	2
akhilesh	अखिलेश	4
akhtar	अख्तर	3
akhtayar	अख्तियार	1
akhtiyar	अख्तियार	2
agam	अगम	3
agartala	अगरतला	4
agarbattiyon	अगरबत्तियों	3
agarbatti	अगरबत्ती	3
agariya	अगरिया	2
agriyaa	अगरिया	1
agala	अगला	2
agla	अगला	2
agali	अगली	2
agli	अगली	1
agale	अगले	4
agle	अगले	2
agava	अगवा	2
agawa	अगवा	1
augustus	अगस्टस	3
agastya	अगस्त्य	3
agastyamuni	अगस्त्यमुनि	2
augustyamuni	अगस्त्यमुनि	1
agaadh	अगाध	2
agadh	अगाध	1
agaasi	अगासी	1
agasi	अगासी	1
agassi	अगासी	1
aguvae	अगुवाई	1
aguvai	अगुवाई	1
aguvayi	अगुवाई	1
aguwai	अगुवाई	1
against	अगेंस्ट	3
again	अगेन	3
agaanshaye	अग्नाशय	1
agnashay	अग्नाशय	1
agnashaya	अग्नाशय	1
agani	अग्नि	1
agni	अग्नि	2
agnidev	अग्निदेव	3
agnimaandya	अग्निमांद्य	1
agnimandya	अग्निमांद्य	2
agnimangh	अग्निमांद्य	1
agnishamak	अग्निशमन	1
agnishaman	अग्निशमन	2
agnisaar	अग्निसार	1
agnisar	अग्निसार	2
agnihotra	अग्निहोत्र	3
agnihotri	अग्निहोत्री	3
aganyaashay	अग्न्याशय	1
agnashay	अग्न्याशय	1
agnyashay	अग्न्याशय	1
agragaami	अग्रगामी	1
agragami	अग्रगामी	2
agraj	अग्रज	3
agrani	अग्रणी	3
agradoot	अग्रदूत	2
agradut	अग्रदूत	2
agrabhag	अग्रभाग	2
agrbhaag	अग्रभाग	1
aggarwal	अग्रवाल	1
agraval	अग्रवाल	1
agrawal	अग्रवाल	1
agrasar	अग्रसर	2
agrsar	अग्रसर	1
agarsain	अग्रसेन	1
agrasen	अग्रसेन	1
agrsen	अग्रसेन	1
agrahari	अग्रहरि	2
agrahri	अग्रहरि	1
agrahaye	अग्राह्य	1
agrahy	अग्राह्य	1
agrahya	अग्राह्य	1
agrim	अग्रिम	3
agrenji	अग्रेंजी	1
angreji	अग्रेंजी	1
angrezi	अग्रेंजी	1
agrejon	अग्रेजों	1
angrejon	अग्रेजों	1
angrezon	अग्रेजों	1
agreshit	अग्रेषित	2
agreyshit	अग्रेषित	1
agroha	अग्रोहा	3
aghoriyon	अघोरियों	3
achambhit	अचंभित	3
achala	अचला	3
achanak	अचानक	3
achaar	अचार	2
achar	अचार	2
achin	अचिन	3
achook	अचूक	1
achuk	अचूक	2
achet	अचेत	2
ahet	अचेत	1
achetan	अचेतन	3
accha	अच्छा	1
achcha	अच्छा	2
achchha	अच्छा	1
achchaee	अच्छाई	1
achchai	अच्छाई	1
achhai	अच्छाई	1
acche	अच्छे	1
achchhe	अच्छे	2
acha	अछा	1
achha	अछा	2
achhi	अछी	2
achi	अछी	1
acchut	अछूत	1
achhut	अछूत	1
achut	अछूत	1
achhuta	अछूता	1
achuta	अछूता	1
achyuta	अछूता	1
achhute	अछूते	1
achhuute	अछूते	1
achute	अछूते	1
ajanta	अजंता	3
ajagar	अजगर	1
ajgar	अजगर	2
ajnabiyon	अजनबियों	2
sjnabiyon	अजनबियों	1
ajnabee	अजनबी	1
ajnabi	अजनबी	2
ajanala	अजनाला	1
ajnaala	अजनाला	2
ajnala	अजनाला	1
ajab	अजब	3
ajamat	अजमत	1
ajmat	अजमत	2
azmat	अजमत	1
ajamal	अजमल	2
ajmal	अजमल	1
ajmer	अजमेर	4
ajmeri	अजमेरी	3
ajai	अजय	1
ajay	अजय	10
ajayraj	अजयराज	3
ajarbejaan	अजरबेजान	1
ajarbejan	अजरबेजान	2
ajraada	अजराड़ा	1
ajrada	अजराड़ा	2
ajrara	अजराड़ा	1
ajava	अजवा	1
ajva	अजवा	1
ajwa	अजवा	1
ajarbaijan	अज़रबैजान	1
azerbaijan	अज़रबैजान	2
ajaan	अज़ान	2
azan	अज़ान	1
aziz	अज़ीज़	3
ajaatshatru	अजातशत्रु	1
ajatshatru	अजातशत्रु	2
ajatshtru	अजातशत्रु	1
azaadshatru	अजातशत्रु	1
ajaayabaghar	अजायबघर	1
ajayabaghar	अजायबघर	1
ajayabghar	अजायबघर	1
aji	अजी	2
azi	अजी	1
ajit	अजीत	3
ajeeb	अजीब	2
ajib	अजीब	1
ajim	अजीम	2
azim	अजीम	1
ajooba	अजूबा	2
ajuba	अजूबा	3
ajoobon	अजूबों	2
ajubon	अजूबों	3
ajaivik	अजैविक	3
agnatvas	अज्ञातवास	1
agyaatvaas	अज्ञातवास	1
agyaatvas	अज्ञातवास	1
agyatwas	अज्ञातवास	1
agnan	अज्ञान	1
agyaan	अज्ञान	2
agyan	अज्ञान	1
agnanta	अज्ञानता	1
agyaanata	अज्ञानता	1
agyanta	अज्ञानता	1
agney	अज्ञेय	1
agya	अज्ञेय	1
agyey	अज्ञेय	1
akalen	अटकलें	1
atkalen	अटकलें	2
atal	अटल	3
atlanta	अटलांटा	6
atlantic	अटलांटिक	3
atoot	अटूट	2
atut	अटूट	2
attend	अटेंड	3
attendance	अटेंडेंट्स	2
attendants	अटेंडेंट्स	1
attack	अटैक	6
atharahvin	अट्ठारहवीं	1
attharahvi	अट्ठारहवीं	1
attharahvin	अट्ठारहवीं	1
atarah	अठारह	1
athaarah	अठारह	1
atharah	अठारह	2
athaarahavin	अठारहवीं	1
atharahvin	अठारहवीं	1
atharhavin	अठारहवीं	1
adachanen	अड़चनें	1
adchanen	अड़चनें	1
adhchane	अड़चनें	1
adi	अड़ी	2
adin	अड़ी	1
adlof	अडोल्फ	1
adolf	अडोल्फ	2
adda	अड्डा	3
anima	अणिमा	3
anu	अणु	3
anuon	अणुओं	3
antarashtriya	अतंरराष्ट्रीय	1
antarrashtriy	अतंरराष्ट्रीय	1
antarrashtriya	अतंरराष्ट्रीय	1
ata	अता	2
ataa	अता	1
ati	अति	3
atiutsaah	अतिउत्साह	1
atiutsah	अतिउत्साह	4
atikraman	अतिक्रमण	3
atithi	अतिथि	3
atithiyon	अतिथियों	3
atiprabhavit	अतिप्रभावित	3
atiranjit	अतिरंजित	3
atirikt	अतिरिक्त	4
atirikta	अतिरिक्त	1
ativadiyon	अतिवादियों	3
ativishisht	अतिविशिष्ट	2
ativishishta	अतिविशिष्ट	1
ativrishti	अतिवृष्टि	1
ativrushti	अतिवृष्टि	2
atishay	अतिशय	2
atishy	अतिशय	1
atishayokti	अतिशयोक्ति	1
atishyokti	अतिशयोक्ति	2
atishighr	अतिशीघ्र	1
atishighra	अतिशीघ्र	1
atishigra	अतिशीघ्र	1
atishiyoktipurn	अतिश्योक्तिपूर्ण	1
atishyoktipuran	अतिश्योक्तिपूर्ण	1
atishyoktipurna	अतिश्योक्तिपूर्ण	1
atisamvedansheel	अतिसंवेदनशील	3
atisanvedansheel	अतिसंवेदनशील	1
atisanvedanshil	अतिसंवेदनशील	1
atisavendanshil	अतिसंवेदनशील	1
atisaar	अतिसार	2
atisar	अतिसार	1
ateet	अतीत	1
atit	अतीत	3
atul	अतुल	3
atulneey	अतुलनीय	1
atulniy	अतुलनीय	2
atript	अतृप्त	3
atyant	अत्यंत	3
atyadhik	अत्यधिक	3
atyalp	अत्यल्प	3
atyaachaar	अत्याचार	1
atyachaar	अत्याचार	1
atyachar	अत्याचार	5
atyachari	अत्याचारी	3
atyacharon	अत्याचारों	3
atyadhik	अत्याधिक	3
atyadhunik	अत्याधुनिक	3
atyavashyak	अत्यावश्यक	2
atyavshyak	अत्यावश्यक	1
atri	अत्रि	3
atri	अत्री	3
atre	अत्रे	3
atharvaveda	अथर्ववेद	1
atharvved	अथर्ववेद	2
athava	अथवा	1
athva	अथवा	2
atah	अथाह	1
athah	अथाह	2
athaiya	अथैया	3
athority	अथॉरिटी	1
authority	अथॉरिटी	10
adan	अदन	3
adnaan	अदनान	1
adnan	अदनान	2
adanani	अदनानी	1
adnaani	अदनानी	1
adnani	अदनानी	1
adbhut	अदभुत	3
adamy	अदम्य	1
adamya	अदम्य	1
adamye	अदम्य	1
adar	अदर	3
adarak	अदरक	1
adrak	अदरक	2
adla	अदला	3
adlabadali	अदलाबदली	1
adlabadli	अदलाबदली	2
ada	अदा	2
adaa	अदा	1
adakaraon	अदाकाराओं	3
adakari	अदाकारी	3
adaani	अदानी	1
adani	अदानी	2
adayagi	अदायगी	3
adalat	अदालत	3
adalati	अदालती	2
adalti	अदालती	1
adalatein	अदालतें	1
adaltein	अदालतें	1
adalten	अदालतें	1
adalaton	अदालतों	1
adalton	अदालतों	2
aditi	अदिति	3
adoor	अदूर	1
adur	अदूर	2
adoordarshita	अदूरदर्शिता	1
adurdarshita	अदूरदर्शिता	2
adashye	अदृश्य	1
adrishy	अदृश्य	2
adbhut	अद्भुत	3
adbhud	अद्भुद	1
adbhut	अद्भुद	2
advitiya	अद्वितीय	2
advitiye	अद्वितीय	1
adhmara	अधमरा	2
adhmra	अधमरा	1
adharm	अधर्म	3
adhik	अधिक	3
adhikata	अधिकता	1
adhikta	अधिकता	2
adhikar	अधिकर	3
adhikaran	अधिकरण	3
adhikaranon	अधिकरणों	3
adhikaansh	अधिकांश	1
adhikansh	अधिकांश	2
adhikaanshat	अधिकांशतः	1
adhikanshat	अधिकांशतः	1
adhikanshtah	अधिकांशतः	1
adhikaadhik	अधिकाधिक	1
adhikadhik	अधिकाधिक	3
adhikaar	अधिकार	1
adhikar	अधिकार	3
adhikaarkshetra	अधिकारक्षेत्र	1
adhikarkshetra	अधिकारक्षेत्र	2
adhikarsheter	अधिकारक्षेत्र	1
adhikaarhin	अधिकारहीन	1
adhikarheen	अधिकारहीन	1
adhikarhin	अधिकारहीन	2
adhikaarik	अधिकारिक	1
adhikarik	अधिकारिक	3
adhikaarita	अधिकारिता	1
adhikarita	अधिकारिता	3
adhikaariyo	अधिकारियो	1
adhikariyo	अधिकारियो	3
adhikaariyon	अधिकारियों	1
adhikariyon	अधिकारियों	3
adhikaari	अधिकारी	1
adhikari	अधिकारी	3
adhikaariyon	अधिकारीयों	1
adhikariyon	अधिकारीयों	3
adhikaaron	अधिकारों	1
adhikaron	अधिकारों	3
adhikaashan	अधिकाशं	1
adhikansh	अधिकाशं	2
adhikashan	अधिकाशं	1
adhikrat	अधिकृत	1
adhikrit	अधिकृत	1
adhikrut	अधिकृत	1
adhigam	अधिगम	3
adhigrahit	अधिगृहित	2
adhigruhit	अधिगृहित	1
adhigrahan	अधिग्रहण	5
adhigrahanon	अधिग्रहणों	3
adhigrahit	अधिग्रहित	4
adhigrahit	अधिग्रहीत	3
adhinav	अधिनव	3
adhinasth	अधिनस्थ	2
adhinsth	अधिनस्थ	1
adhinayakvadi	अधिनायकवादी	1
adhinayakwadi	अधिनायकवादी	2
adhiniyam	अधिनियम	7
adhiniyamon	अधिनियमों	3
adhinirnay	अधिनिर्णय	3
adhipati	अधिपति	3
adhipatya	अधिपत्य	3
adhibhar	अधिभार	2
adhimar	अधिभार	1
adhiya	अधिया	3
adhirath	अधिरथ	3
adhiraj	अधिराज	3
adhivakta	अधिवक्ता	3
adhivasi	अधिवासी	2
adhiwasi	अधिवासी	1
adhiveshan	अधिवेशन	3
adhidhesh	अधिशेष	1
adhishesh	अधिशेष	2
adhishtata	अधिष्ठाता	1
adhishthaata	अधिष्ठाता	1
adhishthata	अधिष्ठाता	1
adhishthaan	अधिष्ठान	1
adhishthan	अधिष्ठान	2
adhisoochna	अधिसूचना	1
adhisuchna	अधिसूचना	1
asdhisoochna	अधिसूचना	1
adhisoochit	अधिसूचित	1
adhisuchit	अधिसूचित	1
adhisuuchit	अधिसूचित	1
adhikshak	अधीक्षक	3
adhigrahan	अधीग्रहण	2
adhikrahan	अधीग्रहण	1
adheen	अधीन	1
adhiin	अधीन	1
adhin	अधीन	2
adhiinataa	अधीनता	1
adhinata	अधीनता	1
adhinta	अधीनता	1
adhiinastha	अधीनस्थ	1
adhinasth	अधीनस्थ	1
adhinsth	अधीनस्थ	1
adheer	अधीर	1
adhir	अधीर	2
adheerta	अधीरता	1
adhirata	अधीरता	1
adhirta	अधीरता	1
adhura	अधूरा	2
adhuura	अधूरा	1
adhoori	अधूरी	1
adhuri	अधूरी	2
adhoore	अधूरे	1
adhur	अधूरे	1
adhure	अधूरे	1
adhyaksh	अध्यक्ष	5
adhyaksha	अध्यक्ष	1
adhyakshataa	अध्यक्षता	1
adhyakshta	अध्यक्षता	2
adhyaksha	अध्यक्षा	2
adhyakshaa	अध्यक्षा	1
adhshiya	अध्यक्षीय	1
adhyakshiy	अध्यक्षीय	1
adhyakshiya	अध्यक्षीय	1
adhyakshon	अध्यक्षों	3
adhyan	अध्यन	3
adhyayan	अध्ययन	3
adhyayankarta	अध्ययनकर्ता	2
adhyayankrata	अध्ययनकर्ता	1
adhyayansheel	अध्ययनशील	1
adhyayanshil	अध्ययनशील	1
adhyaynshil	अध्ययनशील	1
adhyayanon	अध्ययनों	2
adhyaynon	अध्ययनों	1
adhyaatm	अध्यात्म	1
adhyatm	अध्यात्म	1
adhyatma	अध्यात्म	1
adhyatmik	अध्यात्मिक	3
adhyadesh	अध्यादेश	3
adhyadeshon	अध्यादेशों	3
adhyapak	अध्यापक	6
adhyapakon	अध्यापकों	2
adhyapkon	अध्यापकों	2
adhyaapan	अध्यापन	1
adhyapan	अध्यापन	2
adhyapika	अध्यापिका	3
adhyaay	अध्याय	2
adhyay	अध्याय	6
adhyaayon	अध्यायों	1
adhyayon	अध्यायों	2
adhyeta	अध्येता	3
aadhyetaon	अध्येताओं	1
adhyetaon	अध्येताओं	2
adhyaksh	अध्य्क्ष	1
adhyksh	अध्य्क्ष	2
adhyayan	अध्य्यन	1
adhyyan	अध्य्यन	2
an	अन	1
un	अन	3
anantkal	अनंतकाल	3
anantmool	अनंतमूल	1
anantmul	अनंतमूल	2
ankahe	अनकहे	3
anginat	अनगिनत	3
anagha	अनघा	1
angha	अनघा	2
anjaan	अनजान	2
anjan	अनजान	1
unjan	अनजान	1
anjaana	अनजाना	1
anjana	अनजाना	3
anjaani	अनजानी	2
anjani	अनजानी	2
anjane	अनजाने	3
untold	अनटोल्ड	3
andekha	अनदेखा	3
andekhi	अनदेखी	3
anadhikrita	अनधिकृत	1
andhikrit	अनधिकृत	2
unknown	अननोन	2
unnone	अननोन	1
ananya	अनन्या	2
ananyaa	अनन्या	1
anpadh	अनपढ़	3
anpekshit	अनपेक्षित	2
unpeckshit	अनपेक्षित	1
unfit	अनफिट	3
anban	अनबन	3
unbreakable	अनब्रेकेबल	3
anmol	अनमोल	6
unlawful	अनलॉफुल	1
unlawfull	अनलॉफुल	1
unlowfull	अनलॉफुल	1
anvar	अनवर	1
anwar	अनवर	2
anshan	अनशन	3
ansuni	अनसुनी	3
ansulja	अनसुलझा	1
ansuljha	अनसुलझा	2
ansulaze	अनसुलझे	1
ansuljhe	अनसुलझे	2
ansuya	अनसूया	2
anusuya	अनसूया	1
anhad	अनहद	2
unhad	अनहद	1
anachar	अनाचार	3
anaaj	अनाज	3
anaj	अनाज	3
anaajon	अनाजों	1
anajon	अनाजों	2
anadipan	अनाड़ीपन	3
anaath	अनाथ	1
anath	अनाथ	3
anathalay	अनाथालय	2
anathalaya	अनाथालय	1
anathalayon	अनाथालयों	2
anathalyon	अनाथालयों	1
anadar	अनादर	3
anadi	अनादि	3
anaam	अनाम	2
anam	अनाम	1
anamat	अनामत	3
anamika	अनामिका	3
anayas	अनायास	3
anaar	अनार	2
anar	अनार	1
anarkali	अनारकली	3
anarakshit	अनारक्षित	1
anarkshit	अनारक्षित	2
anarwala	अनारवाला	3
anaavaran	अनावरण	1
anavaran	अनावरण	3
anaavrishti	अनावृष्टि	1
anavrishti	अनावृष्टि	2
anavrushti	अनावृष्टि	1
anaastaasiya	अनास्तासिया	1
anaastasiya	अनास्तासिया	1
anastasia	अनास्तासिया	1
anastasiya	अनास्तासिया	2
anicha	अनिच्छा	1
anichcha	अनिच्छा	2
anichchhit	अनिच्छित	1
anichchit	अनिच्छित	1
anichit	अनिच्छित	1
anichchhuk	अनिच्छुक	1
anichhuk	अनिच्छुक	1
anichukh	अनिच्छुक	1
anita	अनिता	3
anitya	अनित्य	3
anidra	अनिद्रा	3
anima	अनिमा	3
aniyantrit	अनियंत्रित	3
aniyamit	अनियमित	3
aniyamitata	अनियमितता	2
aniyamitta	अनियमितता	1
aniruddh	अनिरुद्ध	3
anirnit	अनिर्णीत	3
anil	अनिल	4
anivarya	अनिवार्य	7
anivaryata	अनिवार्यता	3
anivaryataon	अनिवार्यताओं	3
anishchay	अनिश्चय	3
anishchit	अनिश्चित	3
anishchita	अनिश्चिता	4
anita	अनीता	3
aneesh	अनीश	1
anish	अनीश	3
anu	अनु	3
anukaran	अनुकरण	3
anukarneeya	अनुकरणीय	1
anukarniy	अनुकरणीय	1
anukarniya	अनुकरणीय	1
anukalp	अनुकल्प	3
anukulan	अनुकूलन	3
anukrit	अनुकृति	1
anukriti	अनुकृति	1
anukruti	अनुकृति	1
anukram	अनुक्रम	3
anugaman	अनुगमन	3
anugami	अनुगामी	3
anugrah	अनुग्रह	3
anuchchhed	अनुच्छेद	2
anuchhed	अनुच्छेद	1
anuchchhedon	अनुच्छेदों	2
anuchhedon	अनुच्छेदों	1
anuj	अनुज	3
anudnyapti	अनुज्ञप्ति	1
anugyapti	अनुज्ञप्ति	2
anutha	अनुठा	3
anuttarit	अनुत्तरित	2
anuttrit	अनुत्तरित	1
anutpadak	अनुत्पादक	3
anudan	अनुदान	3
anudanit	अनुदानित	3
anudanon	अनुदानों	3
anudarvadi	अनुदारवादी	2
anudarwadi	अनुदारवादी	1
anudesh	अनुदेश	3
anudeshak	अनुदेशक	3
anudeshakon	अनुदेशकों	3
anudeshon	अनुदेशों	2
anudeshoon	अनुदेशों	1
anunay	अनुनय	2
anunya	अनुनय	1
anup	अनुप	3
anupam	अनुपम	3
anupayukt	अनुपयुक्त	1
anupyukta	अनुपयुक्त	1
anupyuktha	अनुपयुक्त	1
anupayogi	अनुपयोगी	2
anupyogee	अनुपयोगी	1
anupalabdh	अनुपलब्ध	1
anuplabdh	अनुपलब्ध	2
anupasthit	अनुपस्थित	1
anupasthiti	अनुपस्थित	1
anupsthitha	अनुपस्थित	1
anupasthiti	अनुपस्थिति	2
anupsthiti	अनुपस्थिति	1
anupat	अनुपात	3
anupatheen	अनुपातहीन	1
anupathheen	अनुपातहीन	1
anupathin	अनुपातहीन	1
anupalan	अनुपालन	2
